City,Brand,Model,ProdYear,BanType,Color,EngVol,EngPow,FuelType,RideDist,Gearbox,Transmission,Price,Credit,Barter,YungulLehimliDiskler,ABS,Lyuk,RainSensor,MerkeziQapanma,ParKRadar,Condisioner,SeatHeat,LeatherSalon,KsenonLamps,BackVisionCam,YanPerdeler,SeatVentilation
Bakı,Hyundai,Sonata,2007,Sedan,Ağ,2.4,178,Benzin,299500,Avtomat,Ön,13800.0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
Bakı,Hyundai,Terracan,2006,Offroader / SUV,Gümüşü,3.5,194,Benzin,218000,Avtomat,Tam,15800.0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0
Bakı,Hyundai,ix35,2013,Offroader / SUV,Ağ,2.0,166,Benzin,34000,Avtomat,Ön,28800.0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Elantra,2013,Sedan,Ağ,1.8,150,Benzin,104000,Avtomat,Ön,20000.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0
Sumqayıt,Hyundai,Accent,2014,Hetçbek / Liftbek,Ağ,1.6,140,Benzin,80000,Avtomat,Ön,17400.0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
Bakı,Hyundai,Sonata,2002,Sedan,Qızılı,2.0,150,Benzin,326798,Avtomat,Ön,7777.0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0,163,Benzin,173000,Avtomat,Ön,28600.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2016,Sedan,Ağ,2.4,188,Benzin,120000,Avtomat,Ön,29000.0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
Gəncə,Hyundai,Sonata,2011,Sedan,Qara,2.0,274,Benzin,150000,Avtomat,Ön,18000.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2012,Sedan,Qara,1.8,150,Benzin,141000,Avtomat,Ön,17500.0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
Bakı,Hyundai,i30,2008,Hetçbek / Liftbek,Qara,1.6,130,Dizel,200000,Avtomat,Ön,15500.0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Bakı,Hyundai,Elantra,2015,Sedan,Boz,1.8,150,Benzin,52800,Avtomat,Ön,20500.0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0
Bakı,Hyundai,Accent,2012,Sedan,Ağ,1.6,132,Benzin,114000,Avtomat,Ön,16900.0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
Bakı,Hyundai,ix35,2014,Offroader / SUV,Ağ,2.4,174,Benzin,100000,Avtomat,Tam,29800.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Hyundai,Elantra,2012,Sedan,Qara,1.8,150,Benzin,176000,Avtomat,Ön,19800.0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0
Bakı,Hyundai,Accent,2005,Hetçbek / Liftbek,Qara,1.5,102,Benzin,385000,Mexaniki,Ön,8300.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Bakı,Hyundai,Accent,2016,Sedan,Boz,1.6,132,Benzin,75000,Avtomat,Ön,18200.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
Bakı,Hyundai,Accent,2007,Sedan,Qara,1.5,110,Dizel,240123,Mexaniki,Ön,10800.0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
Sumqayıt,Hyundai,Accent,2009,Sedan,Gümüşü,1.6,120,Benzin,179000,Avtomat,Ön,13800.0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0
Bakı,Hyundai,H 100,2013,Yük maşını,Ağ,2.6,155,Dizel,338000,Mexaniki,Arxa,12500.0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
Xırdalan,Hyundai,Sonata,2011,Sedan,Qara,2.0,274,Benzin,117000,Avtomat,Ön,19000.0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Sumqayıt,Hyundai,Tucson,2008,Offroader / SUV,Ağ,2.0,150,Dizel,148588,Avtomat,Tam,16800.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
Bakı,Hyundai,Elantra,2012,Sedan,Gümüşü,1.8,150,Benzin,145000,Avtomat,Ön,20000.0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0
Bakı,Hyundai,Elantra,2007,Sedan,Qara,2.0,132,Benzin,267000,Avtomat,Ön,12800.0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Qara,2.4,175,Benzin,162000,Avtomat,Tam,23700.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Getz,2003,Hetçbek / Liftbek,Mavi,1.3,82,Benzin,208000,Avtomat,Ön,9800.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bakı,Hyundai,Matrix,2009,Universal,Gümüşü,1.5,110,Dizel,219000,Mexaniki,Ön,11500.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
Bakı,Hyundai,Sonata,2005,Sedan,Gümüşü,2.4,170,Benzin,225000,Avtomat,Ön,11100.0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Bakı,Hyundai,Accent,2008,Sedan,Ağ,1.5,93,Benzin,277000,Avtomat,Ön,12300.0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
Sumqayıt,Hyundai,Accent,2015,Hetçbek / Liftbek,Qırmızı,1.6,140,Benzin,10000,Avtomat,Ön,20900.0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0
Mingəçevir,Hyundai,Sonata,2010,Sedan,Ağ,2.4,178,Benzin,175000,Avtomat,Ön,21500.0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
Bakı,Hyundai,Sonata,2017,Sedan,Göy,2.4,178,Benzin,35000,Avtomat,Ön,37910.0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
Bakı,Hyundai,Elantra,2017,Sedan,Gümüşü,2.0,165,Benzin,42000,Avtomat,Ön,26800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Santa Fe,2019,Offroader / SUV,Qara,2.4,188,Benzin,50700,Avtomat,Tam,60350.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Getz,2006,Hetçbek / Liftbek,Gümüşü,1.5,88,Dizel,307000,Mexaniki,Ön,8700.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Ağstafa,Hyundai,Elantra,2014,Sedan,Göy,1.8,150,Benzin,53000,Avtomat,Ön,18500.0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
Sumqayıt,Hyundai,Elantra,2015,Sedan,Qara,1.6,147,Dizel,61000,Avtomat,Ön,21900.0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
Bakı,Hyundai,Grandeur,2006,Sedan,Qara,2.2,155,Dizel,217000,Avtomat,Ön,15800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Santa Fe,2018,Offroader / SUV,Yaş Asfalt,2.2,200,Dizel,45200,Avtomat,Tam,57290.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0,166,Benzin,162000,Avtomat,Ön,18300.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
Bakı,Hyundai,Elantra,2017,Sedan,Yaş Asfalt,2.0,150,Benzin,132400,Avtomat,Ön,22400.0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
Bakı,Hyundai,Sonata,2011,Sedan,Qara,2.0,274,Benzin,140000,Avtomat,Ön,18000.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Accent,2006,Sedan,Boz,1.5,110,Dizel,145000,Mexaniki,Ön,13000.0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Sumqayıt,Hyundai,Sonata,2013,Sedan,Gümüşü,2.0,274,Benzin,145400,Avtomat,Ön,18800.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
Şəki,Hyundai,Sonata,2014,Sedan,Ağ,2.0,274,Benzin,116000,Avtomat,Ön,33800.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2009,Sedan,Qara,2.4,178,Benzin,241000,Avtomat,Ön,15800.0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Bakı,Hyundai,Accent,2018,Sedan,Ağ,1.6,132,Benzin,135000,Avtomat,Ön,23500.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
Bakı,Hyundai,Sonata,2007,Sedan,Qızılı,2.4,161,Benzin,250000,Avtomat,Ön,14500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,2.0,265,Benzin,88300,Avtomat,Tam,38250.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2011,Sedan,Qara,1.8,150,Benzin,96800,Avtomat,Ön,16700.0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
Bakı,Hyundai,ix35,2010,Offroader / SUV,Qara,2.0,163,Benzin,148000,Avtomat,Tam,22500.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1
Sumqayıt,Hyundai,Grandeur,2006,Sedan,Gümüşü,3.3,235,Qaz,197900,Avtomat,Ön,12800.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Naxçıvan,Hyundai,Accent,2013,Sedan,Ağ,1.6,123,Benzin,80000,Avtomat,Ön,19000.0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
Sumqayıt,Hyundai,Sonata,2010,Sedan,Boz,2.0,163,Benzin,178000,Avtomat,Arxa,15500.0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,166,Dizel,80000,Avtomat,Ön,21500.0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Sumqayıt,Hyundai,Santa Fe,2007,Offroader / SUV,Qara,2.2,197,Dizel,242468,Avtomat,Ön,19300.0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.0,151,Dizel,95350,Avtomat,Ön,20500.0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0
Bakı,Hyundai,H-1,2008,Furqon,Ağ,2.5,170,Dizel,250000,Mexaniki,Ön,14500.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Bakı,Hyundai,Accent,2013,Sedan,Ağ,1.6,128,Benzin,148535,Avtomat,Ön,17800.0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
Bakı,Hyundai,Getz,2004,Hetçbek / Liftbek,Qara,1.1,62,Benzin,340086,Mexaniki,Ön,7700.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Sumqayıt,Hyundai,Sonata,2015,Sedan,Bənövşəyi,2.4,178,Benzin,64000,Avtomat,Ön,27900.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Tucson,2006,Offroader / SUV,Gümüşü,2.0,141,Dizel,251200,Avtomat,Ön,15600.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Grandeur,2016,Sedan,Qara,3.0,250,Benzin,145600,Avtomat,Ön,36040.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,ix35,2011,Offroader / SUV,Ağ,2.0,163,Benzin,230601,Avtomat,Tam,23500.0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1
Bakı,Hyundai,Sonata,2007,Sedan,Qara,2.0,150,Dizel,286000,Avtomat,Ön,13600.0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,184,Dizel,78000,Avtomat,Ön,24000.0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1
Bakı,Hyundai,Elantra,2014,Sedan,Boz,1.6,132,Benzin,55000,Avtomat,Ön,23900.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Bakı,Hyundai,Sonata,2009,Sedan,Ağ,2.0,165,Benzin,31000,Avtomat,Tam,12500.0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
Bakı,Hyundai,Sonata,2009,Sedan,Gümüşü,2.0,165,Benzin,176700,Avtomat,Ön,17200.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2002,Sedan,Gümüşü,1.6,115,Benzin,260000,Mexaniki,Ön,9000.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Bakı,Hyundai,Grandeur,2013,Sedan,Qara,3.0,250,Benzin,182000,Avtomat,Ön,30400.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2007,Sedan,Qara,2.0,150,Dizel,172000,Avtomat,Ön,16400.0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Bakı,Hyundai,Sonata,2010,Sedan,Gümüşü,2.4,178,Benzin,177000,Avtomat,Ön,19200.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Grandeur,2006,Sedan,Gümüşü,2.2,155,Dizel,350000,Avtomat,Ön,13800.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
Bakı,Hyundai,i30,2010,Universal,Tünd qırmızı,1.6,116,Dizel,42000,Avtomat,Ön,17900.0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
Bakı,Hyundai,H 100,2010,Yük maşını,Ağ,2.7,125,Dizel,220000,Mexaniki,Arxa,14500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bakı,Hyundai,i30,2010,Universal,Qızılı,1.6,150,Dizel,160300,Mexaniki,Ön,13500.0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0
Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.0,170,Benzin,75000,Avtomat,Ön,30500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8,150,Benzin,109000,Avtomat,Ön,25800.0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Bakı,Hyundai,Sonata,2008,Sedan,Yaş Asfalt,2.4,178,Benzin,180000,Avtomat,Ön,18500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2002,Sedan,Ağ,2.7,172,Benzin,260000,Avtomat,Ön,7200.0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
Bakı,Hyundai,Elantra,2013,Sedan,Qara,1.8,150,Benzin,110000,Avtomat,Ön,20500.0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
Xaçmaz,Hyundai,Santa Fe,2007,Offroader / SUV,Ağ,2.7,188,Benzin,195000,Avtomat,Tam,20000.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bərdə,Hyundai,Tucson,2008,Offroader / SUV,Gümüşü,2.0,170,Dizel,109414,Avtomat,Ön,16900.0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
Bakı,Hyundai,Tucson,2009,Offroader / SUV,Ağ,2.0,141,Benzin,165000,Avtomat,Tam,17500.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Bakı,Hyundai,Grandeur,2012,Sedan,Ağ,2.4,180,Benzin,155842,Avtomat,Ön,29800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,Accent,2013,Sedan,Ağ,1.4,107,Benzin,165000,Avtomat,Ön,15400.0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
Bakı,Hyundai,ix35,2010,Offroader / SUV,Qara,2.0,167,Dizel,176000,Avtomat,Ön,21800.0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.0,184,Dizel,111170,Avtomat,Ön,19300.0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
Bakı,Hyundai,H-1,2008,Van,Ağ,2.5,80,Dizel,306700,Mexaniki,Arxa,14500.0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
Bakı,Hyundai,Elantra,2012,Sedan,Gümüşü,1.8,150,Benzin,96000,Avtomat,Ön,18900.0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
Sumqayıt,Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.4,178,Benzin,214000,Avtomat,Tam,25900.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0,184,Dizel,51800,Avtomat,Ön,23400.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Santa Fe,2011,Offroader / SUV,Yaş Asfalt,2.2,200,Dizel,306550,Avtomat,Tam,25800.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.0,184,Dizel,71500,Avtomat,Ön,27950.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Grandeur,2009,Sedan,Ağ,2.7,194,Benzin,220000,Avtomat,Ön,18700.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2006,Sedan,Gümüşü,2.4,178,Benzin,190000,Avtomat,Ön,13800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2015,Sedan,Qara,1.8,150,Benzin,45500,Avtomat,Ön,25000.0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0
Bakı,Hyundai,Elantra,2011,Sedan,Ağ,1.8,150,Benzin,143344,Avtomat,Ön,17700.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8,150,Benzin,139021,Avtomat,Ön,23800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Bakı,Hyundai,Tucson,2007,Offroader / SUV,Gümüşü,2.0,168,Benzin,176000,Avtomat,Tam,15200.0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0
Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.0,165,Benzin,39500,Avtomat,Ön,25900.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Tovuz,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.4,175,Benzin,136000,Avtomat,Tam,32500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,1997,Sedan,Qara,2.0,136,Benzin,320000,Mexaniki,Ön,3500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,ix35,2010,Offroader / SUV,Qara,2.4,178,Benzin,159000,Avtomat,Tam,26300.0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Sonata,2007,Hetçbek / Liftbek,Ağ,2.4,178,Benzin,218835,Avtomat,Ön,13800.0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
Sumqayıt,Hyundai,i30,2008,Universal,Gümüşü,1.6,115,Dizel,182871,Mexaniki,Ön,13200.0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
Bakı,Hyundai,Elantra,2014,Sedan,Gümüşü,1.8,150,Benzin,122000,Avtomat,Ön,19700.0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0
Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,41000,Avtomat,Ön,23000.0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1
Bakı,Hyundai,Santa Fe,2007,Offroader / SUV,Qara,2.7,188,Benzin,250000,Avtomat,Tam,19800.0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
Bakı,Hyundai,Santa Fe,2011,Offroader / SUV,Gümüşü,2.2,200,Dizel,214000,Avtomat,Tam,26500.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,Elantra,2013,Sedan,Ağ,1.8,150,Benzin,110000,Avtomat,Ön,20800.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2008,Sedan,Ağ,2.4,178,Benzin,274000,Avtomat,Arxa,17000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,Tucson,2007,Offroader / SUV,Qara,2.0,141,Benzin,165000,Avtomat,Ön,17200.0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,3.5,280,Benzin,168000,Avtomat,Tam,26700.0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0
Bakı,Hyundai,Grandeur,2007,Sedan,Qara,2.7,192,Benzin,243908,Avtomat,Ön,16300.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Bakı,Hyundai,Elantra,2015,Sedan,Gümüşü,1.8,150,Benzin,80142,Avtomat,Ön,18900.0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,2.4,175,Benzin,135000,Avtomat,Tam,24500.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
Bakı,Hyundai,Elantra,2013,Sedan,Yaş Asfalt,1.8,150,Benzin,230000,Avtomat,Ön,18000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1
Bakı,Hyundai,Elantra,2015,Sedan,Qara,1.6,132,Dizel,106000,Avtomat,Ön,24500.0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0,122,Dizel,231000,Avtomat,Ön,17500.0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
Bakı,Hyundai,Grandeur,2011,Sedan,Qara,2.4,180,Benzin,109000,Avtomat,Ön,30900.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
Sabirabad,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.4,178,Benzin,137000,Avtomat,Ön,37400.0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0
Sumqayıt,Hyundai,Sonata,2015,Sedan,Qara,2.0,165,Benzin,72379,Avtomat,Ön,24800.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2010,Sedan,Ağ,2.0,165,Benzin,233756,Avtomat,Ön,20990.0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Sumqayıt,Hyundai,Elantra,2014,Sedan,Yaş Asfalt,1.8,150,Benzin,115000,Avtomat,Ön,20900.0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0
Bakı,Hyundai,Sonata,2009,Sedan,Ağ,2.0,165,Benzin,140000,Avtomat,Ön,21500.0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.2,197,Dizel,72000,Avtomat,Ön,24000.0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0
Bakı,Hyundai,Accent,2006,Sedan,Qızılı,1.5,110,Dizel,202600,Mexaniki,Ön,11500.0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
Bakı,Hyundai,Grandeur,2015,Sedan,Qara,2.2,155,Dizel,71000,Avtomat,Ön,37315.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Grandeur,2011,Sedan,Ağ,2.4,178,Benzin,235000,Avtomat,Arxa,22500.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2013,Sedan,Boz,2.4,178,Benzin,72000,Avtomat,Ön,19800.0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
Quba,Hyundai,H 100,1996,Mikroavtobus,Ağ,1.6,75,Benzin,200000,Mexaniki,Arxa,4100.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,Sonata,2010,Sedan,Gümüşü,2.4,174,Benzin,175000,Avtomat,Ön,16900.0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0
Bakı,Hyundai,Elantra,1996,Sedan,Ağ,1.8,126,Benzin,66000,Mexaniki,Ön,3800.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,184,Dizel,140000,Avtomat,Ön,22700.0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
Bakı,Hyundai,Sonata,2008,Sedan,Boz,2.0,165,Benzin,189670,Avtomat,Tam,16500.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Bakı,Hyundai,Sonata,2005,Sedan,Qara,2.4,150,Benzin,200000,Avtomat,Ön,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bərdə,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.2,150,Dizel,141500,Avtomat,Ön,21000.0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.4,178,Benzin,192000,Avtomat,Ön,17500.0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
Bakı,Hyundai,H 100,1995,Mikroavtobus,Gümüşü,2.2,165,Benzin,356596,Mexaniki,Arxa,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakı,Hyundai,Elantra,2019,Sedan,Qəhvəyi,2.0,150,Benzin,2700,Avtomat,Ön,30600.0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
Bakı,Hyundai,Elantra,2019,Sedan,Boz,1.6,140,Benzin,55000,Avtomat,Ön,29500.0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0
Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,2.0,166,Dizel,67600,Avtomat,Ön,20700.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Göyçay,Hyundai,Tucson,2007,Offroader / SUV,Qara,2.0,141,Benzin,168000,Avtomat,Tam,17500.0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
Bakı,Hyundai,Elantra,2013,Sedan,Qara,1.8,150,Benzin,62000,Avtomat,Ön,18700.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Getz,2003,Hetçbek / Liftbek,Gümüşü,1.4,97,Benzin,313028,Avtomat,Ön,8200.0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0
Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,2.2,208,Dizel,90800,Avtomat,Tam,40120.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.4,178,Benzin,182000,Avtomat,Tam,24500.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Bakı,Hyundai,Sonata,2014,Sedan,Mavi,2.4,178,Benzin,90000,Avtomat,Ön,24200.0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0
Sumqayıt,Hyundai,Santa Fe,2009,Offroader / SUV,Qara,2.2,197,Dizel,157500,Avtomat,Tam,25200.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
Bakı,Hyundai,Sonata,2010,Sedan,Qara,2.4,178,Benzin,210345,Avtomat,Ön,18400.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
